version              n    time(s)  Normalized(ns)
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.6960 
ver4d_local \t   00250  0.0001   1.1840 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.2160 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 


ver2d_local \t   00500  0.0009   3.7800 
ver2d_local \t   00500  0.0014   5.5200 
ver2d_local \t   00500  0.0012   4.6880 
ver2d_local \t   00500  0.0011   4.4000 
ver2d_local \t   00500  0.0012   4.8440 
ver2d_local \t   00500  0.0011   4.3720 
ver2d_local \t   00500  0.0011   4.4800 
ver2d_local \t   00500  0.0012   4.6440 
ver2d_local \t   00500  0.0012   4.6920 
ver2d_local \t   00500  0.0021   8.3640 
ver2d_local \t   00500  0.0015   5.9200 
ver2d_local \t   00500  0.0011   4.5800 
ver2d_local \t   00500  0.0011   4.4160 
ver2d_local \t   00500  0.0009   3.7400 
ver2d_local \t   00500  0.0013   5.0480 
ver2d_local \t   00500  0.0011   4.5880 
ver2d_local \t   00500  0.0009   3.5480 
ver2d_local \t   00500  0.0008   3.3520 
ver2d_local \t   00500  0.0008   3.3320 
ver2d_local \t   00500  0.0008   3.3080 
ver2d_local \t   00500  0.0008   3.3160 
ver2d_local \t   00500  0.0008   3.3240 
ver2d_local \t   00500  0.0020   8.1720 
ver2d_local \t   00500  0.0015   6.0200 
ver2d_local \t   00500  0.0011   4.3440 
ver2d_local \t   00500  0.0011   4.5440 
ver2d_local \t   00500  0.0010   4.1880 
ver2d_local \t   00500  0.0009   3.6560 
ver2d_local \t   00500  0.0010   4.0040 
ver2d_local \t   00500  0.0009   3.5440 
ver2d_local \t   00500  0.0015   6.0120 
ver2d_local \t   00500  0.0012   4.7160 
ver2d_local \t   00500  0.0012   4.6080 
ver2d_local \t   00500  0.0011   4.5840 
ver2d_local \t   00500  0.0011   4.5800 
ver2d_local \t   00500  0.0011   4.5000 
ver2d_local \t   00500  0.0011   4.4560 
ver2d_local \t   00500  0.0011   4.3560 
ver2d_local \t   00500  0.0011   4.4560 
ver2d_local \t   00500  0.0011   4.5760 
ver2d_local \t   00500  0.0011   4.5680 
ver2d_local \t   00500  0.0011   4.3120 
ver2d_local \t   00500  0.0010   4.1600 
ver2d_local \t   00500  0.0012   4.9560 
ver2d_local \t   00500  0.0016   6.5840 
ver2d_local \t   00500  0.0012   4.6360 
ver2d_local \t   00500  0.0012   4.6320 
ver2d_local \t   00500  0.0010   3.8160 
ver2d_local \t   00500  0.0010   4.1480 
ver2d_local \t   00500  0.0010   4.1800 


ver4f_local \t   00500  0.0005   1.9000 
ver4f_local \t   00500  0.0003   1.2760 
ver4f_local \t   00500  0.0003   1.2240 
ver4f_local \t   00500  0.0003   1.3640 
ver4f_local \t   00500  0.0005   1.9400 
ver4f_local \t   00500  0.0006   2.5480 
ver4f_local \t   00500  0.0006   2.2080 
ver4f_local \t   00500  0.0003   1.1200 
ver4f_local \t   00500  0.0003   1.2920 
ver4f_local \t   00500  0.0003   1.1080 
ver4f_local \t   00500  0.0003   1.2880 
ver4f_local \t   00500  0.0003   1.3960 
ver4f_local \t   00500  0.0004   1.5000 
ver4f_local \t   00500  0.0003   1.1880 
ver4f_local \t   00500  0.0003   1.0520 
ver4f_local \t   00500  0.0003   1.0560 
ver4f_local \t   00500  0.0003   1.1520 
ver4f_local \t   00500  0.0003   1.0800 
ver4f_local \t   00500  0.0003   1.1880 
ver4f_local \t   00500  0.0003   1.3240 


ver1d_local \t   03000  0.0311   3.4609 
ver1d_local \t   03000  0.0295   3.2823 
ver1d_local \t   03000  0.0300   3.3339 
ver1d_local \t   03000  0.0308   3.4277 
ver1d_local \t   03000  0.0357   3.9713 
ver1d_local \t   03000  0.0318   3.5323 
ver1d_local \t   03000  0.0320   3.5597 
ver1d_local \t   03000  0.0295   3.2737 
ver1d_local \t   03000  0.0307   3.4159 
ver1d_local \t   03000  0.0302   3.3604 
ver1d_local \t   03000  0.0298   3.3103 
ver1d_local \t   03000  0.0294   3.2694 
ver1d_local \t   03000  0.0297   3.3020 
ver1d_local \t   03000  0.0289   3.2110 
ver1d_local \t   03000  0.0292   3.2470 
ver1d_local \t   03000  0.0310   3.4442 
ver1d_local \t   03000  0.0312   3.4636 
ver1d_local \t   03000  0.0295   3.2746 
ver1d_local \t   03000  0.0323   3.5871 
ver1d_local \t   03000  0.0313   3.4744 
ver1d_local \t   03000  0.0296   3.2904 
ver1d_local \t   03000  0.0319   3.5391 
ver1d_local \t   03000  0.0302   3.3530 
ver1d_local \t   03000  0.0295   3.2816 
ver1d_local \t   03000  0.0307   3.4119 
ver1d_local \t   03000  0.0302   3.3568 
ver1d_local \t   03000  0.0307   3.4057 
ver1d_local \t   03000  0.0301   3.3443 
ver1d_local \t   03000  0.0305   3.3844 
ver1d_local \t   03000  0.0301   3.3420 
ver1d_local \t   03000  0.0308   3.4221 
ver1d_local \t   03000  0.0297   3.3044 
ver1d_local \t   03000  0.0308   3.4206 
ver1d_local \t   03000  0.0301   3.3471 
ver1d_local \t   03000  0.0300   3.3352 
ver1d_local \t   03000  0.0298   3.3126 
ver1d_local \t   03000  0.0306   3.3977 
ver1d_local \t   03000  0.0301   3.3500 
ver1d_local \t   03000  0.0310   3.4460 
ver1d_local \t   03000  0.0303   3.3637 
ver1d_local \t   03000  0.0307   3.4134 
ver1d_local \t   03000  0.0308   3.4274 
ver1d_local \t   03000  0.0303   3.3623 
ver1d_local \t   03000  0.0302   3.3501 
ver1d_local \t   03000  0.0291   3.2357 
ver1d_local \t   03000  0.0299   3.3269 
ver1d_local \t   03000  0.0320   3.5529 
ver1d_local \t   03000  0.0297   3.3012 
ver1d_local \t   03000  0.0305   3.3844 
ver1d_local \t   03000  0.0307   3.4153 


ver1f_local \t   04000  0.0532   3.3253 
ver1f_local \t   04000  0.0549   3.4322 
ver1f_local \t   04000  0.0552   3.4526 
ver1f_local \t   04000  0.0539   3.3702 
ver1f_local \t   04000  0.0547   3.4181 
ver1f_local \t   04000  0.0544   3.3978 
ver1f_local \t   04000  0.0558   3.4866 
ver1f_local \t   04000  0.0538   3.3617 
ver1f_local \t   04000  0.0545   3.4091 
ver1f_local \t   04000  0.0555   3.4671 
ver1f_local \t   04000  0.0537   3.3544 
ver1f_local \t   04000  0.0570   3.5607 
ver1f_local \t   04000  0.0547   3.4192 
ver1f_local \t   04000  0.0561   3.5036 
ver1f_local \t   04000  0.0532   3.3247 
ver1f_local \t   04000  0.0536   3.3514 
ver1f_local \t   04000  0.0554   3.4625 
ver1f_local \t   04000  0.0542   3.3906 
ver1f_local \t   04000  0.0534   3.3403 
ver1f_local \t   04000  0.0528   3.3026 


ver1f_local \t   05000  0.0836   3.3455 
ver1f_local \t   05000  0.0851   3.4024 
ver1f_local \t   05000  0.0831   3.3252 
ver1f_local \t   05000  0.0862   3.4466 
ver1f_local \t   05000  0.0854   3.4166 
ver1f_local \t   05000  0.0861   3.4423 
ver1f_local \t   05000  0.0864   3.4576 
ver1f_local \t   05000  0.0843   3.3726 
ver1f_local \t   05000  0.0858   3.4337 
ver1f_local \t   05000  0.0845   3.3784 
ver1f_local \t   05000  0.0891   3.5638 
ver1f_local \t   05000  0.0858   3.4340 
ver1f_local \t   05000  0.0853   3.4110 
ver1f_local \t   05000  0.0824   3.2946 
ver1f_local \t   05000  0.0854   3.4177 
ver1f_local \t   05000  0.0835   3.3386 
ver1f_local \t   05000  0.0857   3.4290 
ver1f_local \t   05000  0.0834   3.3359 
ver1f_local \t   05000  0.0823   3.2911 
ver1f_local \t   05000  0.0818   3.2708 


ver3d_local \t   03000  0.0100   1.1156 
ver3d_local \t   03000  0.0113   1.2546 
ver3d_local \t   03000  0.0107   1.1887 
ver3d_local \t   03000  0.0105   1.1628 
ver3d_local \t   03000  0.0106   1.1766 
ver3d_local \t   03000  0.0110   1.2243 
ver3d_local \t   03000  0.0110   1.2213 
ver3d_local \t   03000  0.0113   1.2564 
ver3d_local \t   03000  0.0118   1.3077 
ver3d_local \t   03000  0.0109   1.2083 
ver3d_local \t   03000  0.0113   1.2521 
ver3d_local \t   03000  0.0111   1.2354 
ver3d_local \t   03000  0.0116   1.2919 
ver3d_local \t   03000  0.0122   1.3544 
ver3d_local \t   03000  0.0103   1.1423 
ver3d_local \t   03000  0.0113   1.2587 
ver3d_local \t   03000  0.0109   1.2124 
ver3d_local \t   03000  0.0105   1.1643 
ver3d_local \t   03000  0.0115   1.2753 
ver3d_local \t   03000  0.0112   1.2409 
ver3d_local \t   03000  0.0109   1.2104 
ver3d_local \t   03000  0.0117   1.2971 
ver3d_local \t   03000  0.0104   1.1583 
ver3d_local \t   03000  0.0118   1.3121 
ver3d_local \t   03000  0.0106   1.1824 
ver3d_local \t   03000  0.0105   1.1719 
ver3d_local \t   03000  0.0115   1.2781 
ver3d_local \t   03000  0.0111   1.2337 
ver3d_local \t   03000  0.0118   1.3103 
ver3d_local \t   03000  0.0111   1.2361 
ver3d_local \t   03000  0.0117   1.2969 
ver3d_local \t   03000  0.0111   1.2359 
ver3d_local \t   03000  0.0109   1.2093 
ver3d_local \t   03000  0.0111   1.2376 
ver3d_local \t   03000  0.0111   1.2308 
ver3d_local \t   03000  0.0106   1.1816 
ver3d_local \t   03000  0.0110   1.2194 
ver3d_local \t   03000  0.0104   1.1549 
ver3d_local \t   03000  0.0115   1.2768 
ver3d_local \t   03000  0.0111   1.2384 
ver3d_local \t   03000  0.0118   1.3112 
ver3d_local \t   03000  0.0117   1.3050 
ver3d_local \t   03000  0.0108   1.2051 
ver3d_local \t   03000  0.0116   1.2926 
ver3d_local \t   03000  0.0111   1.2319 
ver3d_local \t   03000  0.0108   1.2031 
ver3d_local \t   03000  0.0106   1.1777 
ver3d_local \t   03000  0.0102   1.1310 
ver3d_local \t   03000  0.0124   1.3799 
ver3d_local \t   03000  0.0106   1.1804 


