version              n    time(s)  Normalized(ns)
ver3d_local \t   00250  0.0001   1.0720 
ver3d_local \t   00250  0.0001   1.0720 
ver3d_local \t   00250  0.0001   1.0880 
ver3d_local \t   00250  0.0001   1.0720 
ver3d_local \t   00250  0.0001   1.0720 
ver3d_local \t   00250  0.0001   1.0880 
ver3d_local \t   00250  0.0001   1.0720 
ver3d_local \t   00250  0.0001   1.0720 


ver1f_local \t   06000  0.1201   3.3348 
ver1f_local \t   06000  0.1193   3.3150 
ver1f_local \t   06000  0.1230   3.4154 
ver1f_local \t   06000  0.1199   3.3307 
ver1f_local \t   06000  0.1178   3.2724 
ver1f_local \t   06000  0.1192   3.3104 
ver1f_local \t   06000  0.1192   3.3102 
ver1f_local \t   06000  0.1241   3.4461 
ver1f_local \t   06000  0.1235   3.4302 
ver1f_local \t   06000  0.1197   3.3263 
ver1f_local \t   06000  0.1186   3.2945 
ver1f_local \t   06000  0.1226   3.4051 
ver1f_local \t   06000  0.1226   3.4048 
ver1f_local \t   06000  0.1223   3.3977 
ver1f_local \t   06000  0.1242   3.4506 
ver1f_local \t   06000  0.1243   3.4539 
ver1f_local \t   06000  0.1204   3.3454 
ver1f_local \t   06000  0.1252   3.4788 
ver1f_local \t   06000  0.1193   3.3128 
ver1f_local \t   06000  0.1239   3.4410 


ver3d_local \t   00500  0.0006   2.2040 
ver3d_local \t   00500  0.0005   1.9280 
ver3d_local \t   00500  0.0005   1.8760 
ver3d_local \t   00500  0.0005   1.8520 
ver3d_local \t   00500  0.0005   1.9320 
ver3d_local \t   00500  0.0005   1.9720 
ver3d_local \t   00500  0.0004   1.5640 
ver3d_local \t   00500  0.0006   2.2040 
ver3d_local \t   00500  0.0004   1.7800 
ver3d_local \t   00500  0.0005   1.8480 
ver3d_local \t   00500  0.0006   2.2600 
ver3d_local \t   00500  0.0005   2.0760 
ver3d_local \t   00500  0.0004   1.7040 
ver3d_local \t   00500  0.0004   1.4560 
ver3d_local \t   00500  0.0004   1.6040 
ver3d_local \t   00500  0.0006   2.2600 
ver3d_local \t   00500  0.0005   2.1880 
ver3d_local \t   00500  0.0005   1.9120 
ver3d_local \t   00500  0.0005   1.8960 
ver3d_local \t   00500  0.0004   1.7560 
ver3d_local \t   00500  0.0005   2.1160 
ver3d_local \t   00500  0.0005   2.1200 
ver3d_local \t   00500  0.0005   1.8720 
ver3d_local \t   00500  0.0005   2.1680 
ver3d_local \t   00500  0.0005   1.9000 
ver3d_local \t   00500  0.0005   1.8320 
ver3d_local \t   00500  0.0006   2.2880 
ver3d_local \t   00500  0.0005   2.0280 
ver3d_local \t   00500  0.0005   1.9440 
ver3d_local \t   00500  0.0005   1.9800 
ver3d_local \t   00500  0.0005   1.8720 
ver3d_local \t   00500  0.0005   1.9600 
ver3d_local \t   00500  0.0005   1.8480 
ver3d_local \t   00500  0.0005   1.8960 
ver3d_local \t   00500  0.0005   1.9040 
ver3d_local \t   00500  0.0005   1.9360 
ver3d_local \t   00500  0.0005   1.8800 
ver3d_local \t   00500  0.0004   1.6720 
ver3d_local \t   00500  0.0004   1.7920 
ver3d_local \t   00500  0.0005   1.9440 
ver3d_local \t   00500  0.0005   1.9360 
ver3d_local \t   00500  0.0006   2.2960 
ver3d_local \t   00500  0.0013   5.0440 
ver3d_local \t   00500  0.0015   5.9160 
ver3d_local \t   00500  0.0011   4.4360 
ver3d_local \t   00500  0.0012   4.6480 
ver3d_local \t   00500  0.0012   4.8600 
ver3d_local \t   00500  0.0008   3.1520 
ver3d_local \t   00500  0.0005   1.9720 
ver3d_local \t   00500  0.0005   1.8720 


ver1f_local \t   00350  0.0005   3.7388 
ver1f_local \t   00350  0.0004   3.2490 
ver1f_local \t   00350  0.0004   3.2816 
ver1f_local \t   00350  0.0004   3.3306 
ver1f_local \t   00350  0.0004   3.3633 
ver1f_local \t   00350  0.0005   4.3184 
ver1f_local \t   00350  0.0004   3.3306 
ver1f_local \t   00350  0.0004   3.3469 
ver1f_local \t   00350  0.0004   3.3224 
ver1f_local \t   00350  0.0004   3.4204 
ver1f_local \t   00350  0.0004   3.3796 
ver1f_local \t   00350  0.0004   3.3061 
ver1f_local \t   00350  0.0004   3.3633 
ver1f_local \t   00350  0.0005   4.0490 
ver1f_local \t   00350  0.0004   3.3551 
ver1f_local \t   00350  0.0004   3.3469 
ver1f_local \t   00350  0.0004   3.3633 
ver1f_local \t   00350  0.0004   3.3143 
ver1f_local \t   00350  0.0004   3.3306 
ver1f_local \t   00350  0.0004   3.3469 


ver4f_local \t   04000  0.0736   4.6028 
ver4f_local \t   04000  0.0666   4.1652 
ver4f_local \t   04000  0.0683   4.2712 
ver4f_local \t   04000  0.0680   4.2497 
ver4f_local \t   04000  0.0705   4.4084 
ver4f_local \t   04000  0.0717   4.4789 
ver4f_local \t   04000  0.0716   4.4744 
ver4f_local \t   04000  0.0686   4.2884 
ver4f_local \t   04000  0.0697   4.3589 
ver4f_local \t   04000  0.0702   4.3899 
ver4f_local \t   04000  0.0685   4.2797 
ver4f_local \t   04000  0.0680   4.2529 
ver4f_local \t   04000  0.0718   4.4878 
ver4f_local \t   04000  0.0710   4.4366 
ver4f_local \t   04000  0.0704   4.3980 
ver4f_local \t   04000  0.0716   4.4728 
ver4f_local \t   04000  0.0699   4.3682 
ver4f_local \t   04000  0.0668   4.1729 
ver4f_local \t   04000  0.0699   4.3707 
ver4f_local \t   04000  0.0675   4.2209 


ver2d_local \t   03000  0.0635   7.0532 
ver2d_local \t   03000  0.0656   7.2879 
ver2d_local \t   03000  0.0696   7.7321 
ver2d_local \t   03000  0.0667   7.4098 
ver2d_local \t   03000  0.0673   7.4833 
ver2d_local \t   03000  0.0749   8.3200 
ver2d_local \t   03000  0.0844   9.3760 
ver2d_local \t   03000  0.0821   9.1220 
ver2d_local \t   03000  0.0751   8.3483 
ver2d_local \t   03000  0.0798   8.8642 
ver2d_local \t   03000  0.0759   8.4282 
ver2d_local \t   03000  0.0773   8.5912 
ver2d_local \t   03000  0.0711   7.9039 
ver2d_local \t   03000  0.0931   10.3470 
ver2d_local \t   03000  0.0658   7.3152 
ver2d_local \t   03000  0.0655   7.2783 
ver2d_local \t   03000  0.0669   7.4351 
ver2d_local \t   03000  0.0644   7.1611 
ver2d_local \t   03000  0.0671   7.4567 
ver2d_local \t   03000  0.0740   8.2263 
ver2d_local \t   03000  0.0668   7.4252 
ver2d_local \t   03000  0.0632   7.0263 
ver2d_local \t   03000  0.0628   6.9793 
ver2d_local \t   03000  0.0643   7.1448 
ver2d_local \t   03000  0.0656   7.2901 
ver2d_local \t   03000  0.0647   7.1876 
ver2d_local \t   03000  0.0643   7.1489 
ver2d_local \t   03000  0.0663   7.3611 
ver2d_local \t   03000  0.0749   8.3219 
ver2d_local \t   03000  0.0717   7.9707 
ver2d_local \t   03000  0.0714   7.9317 
ver2d_local \t   03000  0.0644   7.1571 
ver2d_local \t   03000  0.0625   6.9390 
ver2d_local \t   03000  0.0628   6.9812 
ver2d_local \t   03000  0.0644   7.1549 
ver2d_local \t   03000  0.0649   7.2103 
ver2d_local \t   03000  0.0668   7.4258 
ver2d_local \t   03000  0.0667   7.4134 
ver2d_local \t   03000  0.0639   7.0966 
ver2d_local \t   03000  0.0633   7.0283 
ver2d_local \t   03000  0.0641   7.1250 
ver2d_local \t   03000  0.0638   7.0880 
ver2d_local \t   03000  0.0675   7.5049 
ver2d_local \t   03000  0.0696   7.7317 
ver2d_local \t   03000  0.0748   8.3130 
ver2d_local \t   03000  0.0727   8.0823 
ver2d_local \t   03000  0.0693   7.7043 
ver2d_local \t   03000  0.0664   7.3748 
ver2d_local \t   03000  0.0675   7.5000 
ver2d_local \t   03000  0.0689   7.6568 


ver2f_local \t   01000  0.0039   3.9130 
ver2f_local \t   01000  0.0045   4.4780 
ver2f_local \t   01000  0.0046   4.5890 
ver2f_local \t   01000  0.0040   4.0230 
ver2f_local \t   01000  0.0043   4.2660 
ver2f_local \t   01000  0.0051   5.1190 
ver2f_local \t   01000  0.0043   4.2690 
ver2f_local \t   01000  0.0040   3.9600 
ver2f_local \t   01000  0.0038   3.7960 
ver2f_local \t   01000  0.0045   4.4830 
ver2f_local \t   01000  0.0043   4.3290 
ver2f_local \t   01000  0.0044   4.3700 
ver2f_local \t   01000  0.0042   4.2300 
ver2f_local \t   01000  0.0045   4.4780 
ver2f_local \t   01000  0.0040   3.9740 
ver2f_local \t   01000  0.0040   3.9710 
ver2f_local \t   01000  0.0044   4.3710 
ver2f_local \t   01000  0.0043   4.2850 
ver2f_local \t   01000  0.0045   4.5250 
ver2f_local \t   01000  0.0043   4.3050 


ver4f_local \t   05000  0.1202   4.8078 
ver4f_local \t   05000  0.1238   4.9522 
ver4f_local \t   05000  0.1163   4.6508 
ver4f_local \t   05000  0.1184   4.7346 
ver4f_local \t   05000  0.1164   4.6576 
ver4f_local \t   05000  0.1124   4.4970 
ver4f_local \t   05000  0.1119   4.4745 
ver4f_local \t   05000  0.1150   4.5984 
ver4f_local \t   05000  0.1275   5.1004 
ver4f_local \t   05000  0.1419   5.6762 
ver4f_local \t   05000  0.1107   4.4280 
ver4f_local \t   05000  0.1109   4.4343 
ver4f_local \t   05000  0.1168   4.6722 
ver4f_local \t   05000  0.1245   4.9802 
ver4f_local \t   05000  0.1257   5.0286 
ver4f_local \t   05000  0.1266   5.0625 
ver4f_local \t   05000  0.1326   5.3028 
ver4f_local \t   05000  0.1448   5.7901 
ver4f_local \t   05000  0.1509   6.0350 
ver4f_local \t   05000  0.1216   4.8650 


ver1f_local \t   00500  0.0009   3.6480 
ver1f_local \t   00500  0.0009   3.8000 
ver1f_local \t   00500  0.0009   3.6720 
ver1f_local \t   00500  0.0009   3.6440 
ver1f_local \t   00500  0.0009   3.5440 
ver1f_local \t   00500  0.0009   3.6080 
ver1f_local \t   00500  0.0009   3.5560 
ver1f_local \t   00500  0.0009   3.6120 
ver1f_local \t   00500  0.0009   3.5880 
ver1f_local \t   00500  0.0009   3.7680 
ver1f_local \t   00500  0.0009   3.8000 
ver1f_local \t   00500  0.0009   3.5240 
ver1f_local \t   00500  0.0009   3.5720 
ver1f_local \t   00500  0.0009   3.5720 
ver1f_local \t   00500  0.0009   3.5520 
ver1f_local \t   00500  0.0009   3.6080 
ver1f_local \t   00500  0.0009   3.6040 
ver1f_local \t   00500  0.0009   3.4600 
ver1f_local \t   00500  0.0009   3.4040 
ver1f_local \t   00500  0.0008   3.3360 


ver4d_local \t   04000  0.0716   4.4757 
ver4d_local \t   04000  0.0740   4.6224 
ver4d_local \t   04000  0.0731   4.5705 
ver4d_local \t   04000  0.0853   5.3331 
ver4d_local \t   04000  0.0884   5.5220 
ver4d_local \t   04000  0.0813   5.0785 
ver4d_local \t   04000  0.0819   5.1166 
ver4d_local \t   04000  0.0818   5.1114 
ver4d_local \t   04000  0.0913   5.7065 
ver4d_local \t   04000  0.0934   5.8362 
ver4d_local \t   04000  0.0975   6.0961 
ver4d_local \t   04000  0.0927   5.7920 
ver4d_local \t   04000  0.0929   5.8047 
ver4d_local \t   04000  0.0725   4.5337 
ver4d_local \t   04000  0.0757   4.7301 
ver4d_local \t   04000  0.0753   4.7076 
ver4d_local \t   04000  0.0749   4.6818 
ver4d_local \t   04000  0.0770   4.8095 
ver4d_local \t   04000  0.0716   4.4721 
ver4d_local \t   04000  0.0749   4.6792 
ver4d_local \t   04000  0.0765   4.7809 
ver4d_local \t   04000  0.0952   5.9494 
ver4d_local \t   04000  0.0990   6.1888 
ver4d_local \t   04000  0.0855   5.3438 
ver4d_local \t   04000  0.0733   4.5823 
ver4d_local \t   04000  0.0775   4.8443 
ver4d_local \t   04000  0.0814   5.0864 
ver4d_local \t   04000  0.0773   4.8303 
ver4d_local \t   04000  0.0821   5.1289 
ver4d_local \t   04000  0.0760   4.7504 
ver4d_local \t   04000  0.0784   4.8974 
ver4d_local \t   04000  0.0846   5.2882 
ver4d_local \t   04000  0.0826   5.1607 
ver4d_local \t   04000  0.0797   4.9813 
ver4d_local \t   04000  0.0789   4.9306 
ver4d_local \t   04000  0.0823   5.1433 
ver4d_local \t   04000  0.0802   5.0106 
ver4d_local \t   04000  0.0804   5.0243 
ver4d_local \t   04000  0.0809   5.0572 
ver4d_local \t   04000  0.0814   5.0872 
ver4d_local \t   04000  0.0752   4.7030 
ver4d_local \t   04000  0.0781   4.8809 
ver4d_local \t   04000  0.0728   4.5491 
ver4d_local \t   04000  0.0757   4.7339 
ver4d_local \t   04000  0.0748   4.6781 
ver4d_local \t   04000  0.0745   4.6580 
ver4d_local \t   04000  0.0744   4.6508 
ver4d_local \t   04000  0.0742   4.6364 
ver4d_local \t   04000  0.0790   4.9378 
ver4d_local \t   04000  0.0709   4.4335 


ver3d_local \t   02000  0.0048   1.2123 
ver3d_local \t   02000  0.0047   1.1747 
ver3d_local \t   02000  0.0047   1.1752 
ver3d_local \t   02000  0.0046   1.1610 
ver3d_local \t   02000  0.0048   1.1992 
ver3d_local \t   02000  0.0048   1.2050 
ver3d_local \t   02000  0.0046   1.1475 
ver3d_local \t   02000  0.0047   1.1815 
ver3d_local \t   02000  0.0048   1.1980 
ver3d_local \t   02000  0.0047   1.1630 
ver3d_local \t   02000  0.0047   1.1712 
ver3d_local \t   02000  0.0045   1.1145 
ver3d_local \t   02000  0.0048   1.1932 
ver3d_local \t   02000  0.0047   1.1725 
ver3d_local \t   02000  0.0049   1.2230 
ver3d_local \t   02000  0.0047   1.1870 
ver3d_local \t   02000  0.0048   1.1990 
ver3d_local \t   02000  0.0048   1.2087 
ver3d_local \t   02000  0.0047   1.1830 
ver3d_local \t   02000  0.0048   1.1892 
ver3d_local \t   02000  0.0047   1.1670 
ver3d_local \t   02000  0.0047   1.1770 
ver3d_local \t   02000  0.0048   1.1932 
ver3d_local \t   02000  0.0049   1.2237 
ver3d_local \t   02000  0.0049   1.2170 
ver3d_local \t   02000  0.0047   1.1735 
ver3d_local \t   02000  0.0048   1.1900 
ver3d_local \t   02000  0.0047   1.1627 
ver3d_local \t   02000  0.0048   1.2095 
ver3d_local \t   02000  0.0047   1.1758 
ver3d_local \t   02000  0.0048   1.2027 
ver3d_local \t   02000  0.0049   1.2195 
ver3d_local \t   02000  0.0049   1.2235 
ver3d_local \t   02000  0.0048   1.2045 
ver3d_local \t   02000  0.0050   1.2385 
ver3d_local \t   02000  0.0058   1.4427 
ver3d_local \t   02000  0.0053   1.3265 
ver3d_local \t   02000  0.0051   1.2835 
ver3d_local \t   02000  0.0052   1.3090 
ver3d_local \t   02000  0.0053   1.3270 
ver3d_local \t   02000  0.0050   1.2595 
ver3d_local \t   02000  0.0048   1.1955 
ver3d_local \t   02000  0.0052   1.2973 
ver3d_local \t   02000  0.0060   1.4885 
ver3d_local \t   02000  0.0061   1.5315 
ver3d_local \t   02000  0.0063   1.5737 
ver3d_local \t   02000  0.0059   1.4795 
ver3d_local \t   02000  0.0050   1.2512 
ver3d_local \t   02000  0.0051   1.2723 
ver3d_local \t   02000  0.0053   1.3282 


ver3f_local \t   06000  0.0438   1.2179 
ver3f_local \t   06000  0.0449   1.2483 
ver3f_local \t   06000  0.0458   1.2709 
ver3f_local \t   06000  0.0440   1.2223 
ver3f_local \t   06000  0.0447   1.2418 
ver3f_local \t   06000  0.0512   1.4227 
ver3f_local \t   06000  0.0466   1.2943 
ver3f_local \t   06000  0.0436   1.2123 
ver3f_local \t   06000  0.0444   1.2331 
ver3f_local \t   06000  0.0420   1.1661 
ver3f_local \t   06000  0.0412   1.1443 
ver3f_local \t   06000  0.0401   1.1135 
ver3f_local \t   06000  0.0429   1.1914 
ver3f_local \t   06000  0.0447   1.2405 
ver3f_local \t   06000  0.0426   1.1843 
ver3f_local \t   06000  0.0458   1.2718 
ver3f_local \t   06000  0.0454   1.2624 
ver3f_local \t   06000  0.0468   1.3003 
ver3f_local \t   06000  0.0517   1.4351 
ver3f_local \t   06000  0.0431   1.1976 


ver1f_local \t   02000  0.0144   3.6067 
ver1f_local \t   02000  0.0135   3.3712 
ver1f_local \t   02000  0.0138   3.4423 
ver1f_local \t   02000  0.0134   3.3558 
ver1f_local \t   02000  0.0132   3.2940 
ver1f_local \t   02000  0.0133   3.3240 
ver1f_local \t   02000  0.0131   3.2815 
ver1f_local \t   02000  0.0132   3.2933 
ver1f_local \t   02000  0.0131   3.2825 
ver1f_local \t   02000  0.0132   3.2975 
ver1f_local \t   02000  0.0132   3.2880 
ver1f_local \t   02000  0.0130   3.2542 
ver1f_local \t   02000  0.0131   3.2760 
ver1f_local \t   02000  0.0131   3.2645 
ver1f_local \t   02000  0.0131   3.2775 
ver1f_local \t   02000  0.0131   3.2770 
ver1f_local \t   02000  0.0144   3.6075 
ver1f_local \t   02000  0.0148   3.6990 
ver1f_local \t   02000  0.0147   3.6753 
ver1f_local \t   02000  0.0133   3.3195 


ver1f_local \t   01000  0.0035   3.4520 
ver1f_local \t   01000  0.0035   3.4790 
ver1f_local \t   01000  0.0034   3.4030 
ver1f_local \t   01000  0.0038   3.8310 
ver1f_local \t   01000  0.0034   3.4410 
ver1f_local \t   01000  0.0040   4.0490 
ver1f_local \t   01000  0.0034   3.4180 
ver1f_local \t   01000  0.0033   3.3290 
ver1f_local \t   01000  0.0044   4.3590 
ver1f_local \t   01000  0.0034   3.3970 
ver1f_local \t   01000  0.0038   3.8120 
ver1f_local \t   01000  0.0034   3.3910 
ver1f_local \t   01000  0.0033   3.3160 
ver1f_local \t   01000  0.0034   3.3630 
ver1f_local \t   01000  0.0035   3.5070 
ver1f_local \t   01000  0.0034   3.4050 
ver1f_local \t   01000  0.0034   3.3710 
ver1f_local \t   01000  0.0035   3.4970 
ver1f_local \t   01000  0.0035   3.4630 
ver1f_local \t   01000  0.0037   3.7470 


ver4f_local \t   00250  0.0001   1.0880 
ver4f_local \t   00250  0.0001   1.0560 
ver4f_local \t   00250  0.0001   1.0720 
ver4f_local \t   00250  0.0001   1.0560 
ver4f_local \t   00250  0.0001   1.0560 
ver4f_local \t   00250  0.0001   1.0720 
ver4f_local \t   00250  0.0001   1.0720 
ver4f_local \t   00250  0.0001   1.5200 
ver4f_local \t   00250  0.0001   1.0720 
ver4f_local \t   00250  0.0001   1.0560 
ver4f_local \t   00250  0.0001   1.0560 
ver4f_local \t   00250  0.0001   1.0560 
ver4f_local \t   00250  0.0001   1.0560 
ver4f_local \t   00250  0.0001   1.3600 
ver4f_local \t   00250  0.0001   1.2640 
ver4f_local \t   00250  0.0001   1.0720 
ver4f_local \t   00250  0.0001   1.0720 
ver4f_local \t   00250  0.0001   1.0720 
ver4f_local \t   00250  0.0001   1.0560 
ver4f_local \t   00250  0.0001   1.0560 


ver3f_local \t   00500  0.0005   1.9280 
ver3f_local \t   00500  0.0004   1.6200 
ver3f_local \t   00500  0.0003   1.1520 
ver3f_local \t   00500  0.0003   1.1000 
ver3f_local \t   00500  0.0003   1.1160 
ver3f_local \t   00500  0.0003   1.0880 
ver3f_local \t   00500  0.0003   1.1160 
ver3f_local \t   00500  0.0003   1.0920 
ver3f_local \t   00500  0.0003   1.0880 
ver3f_local \t   00500  0.0003   1.0840 
ver3f_local \t   00500  0.0003   1.1000 
ver3f_local \t   00500  0.0003   1.0960 
ver3f_local \t   00500  0.0003   1.1440 
ver3f_local \t   00500  0.0004   1.7160 
ver3f_local \t   00500  0.0005   1.9360 
ver3f_local \t   00500  0.0004   1.4040 
ver3f_local \t   00500  0.0003   1.2480 
ver3f_local \t   00500  0.0003   1.2400 
ver3f_local \t   00500  0.0003   1.2360 
ver3f_local \t   00500  0.0003   1.2560 


ver1d_local \t   00250  0.0002   3.8720 
ver1d_local \t   00250  0.0002   3.3920 
ver1d_local \t   00250  0.0002   3.2320 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.2480 
ver1d_local \t   00250  0.0002   3.6160 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.2480 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.1680 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.2320 
ver1d_local \t   00250  0.0002   3.2480 
ver1d_local \t   00250  0.0002   3.1680 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.2800 
ver1d_local \t   00250  0.0002   3.2640 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.2160 
ver1d_local \t   00250  0.0002   3.2160 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.3440 
ver1d_local \t   00250  0.0002   3.2640 
ver1d_local \t   00250  0.0002   3.1680 
ver1d_local \t   00250  0.0003   4.8480 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.7120 
ver1d_local \t   00250  0.0002   3.2480 
ver1d_local \t   00250  0.0002   3.2960 
ver1d_local \t   00250  0.0002   3.2320 
ver1d_local \t   00250  0.0002   3.2640 
ver1d_local \t   00250  0.0002   3.2480 
ver1d_local \t   00250  0.0002   3.2640 
ver1d_local \t   00250  0.0002   3.2160 
ver1d_local \t   00250  0.0002   3.2320 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.2160 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.2160 
ver1d_local \t   00250  0.0002   3.2640 
ver1d_local \t   00250  0.0002   3.2480 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.2480 
ver1d_local \t   00250  0.0002   3.1840 
ver1d_local \t   00250  0.0002   3.2320 
ver1d_local \t   00250  0.0002   3.2800 
ver1d_local \t   00250  0.0002   3.1840 


ver3f_local \t   05000  0.0318   1.2707 
ver3f_local \t   05000  0.0354   1.4156 
ver3f_local \t   05000  0.0301   1.2034 
ver3f_local \t   05000  0.0400   1.5982 
ver3f_local \t   05000  0.0331   1.3250 
ver3f_local \t   05000  0.0297   1.1882 
ver3f_local \t   05000  0.0304   1.2153 
ver3f_local \t   05000  0.0276   1.1030 
ver3f_local \t   05000  0.0285   1.1402 
ver3f_local \t   05000  0.0297   1.1873 
ver3f_local \t   05000  0.0278   1.1115 
ver3f_local \t   05000  0.0281   1.1252 
ver3f_local \t   05000  0.0285   1.1414 
ver3f_local \t   05000  0.0275   1.0988 
ver3f_local \t   05000  0.0276   1.1025 
ver3f_local \t   05000  0.0297   1.1892 
ver3f_local \t   05000  0.0288   1.1507 
ver3f_local \t   05000  0.0292   1.1673 
ver3f_local \t   05000  0.0276   1.1028 
ver3f_local \t   05000  0.0281   1.1228 


ver4d_local \t   07000  0.2935   5.9902 
ver4d_local \t   07000  0.3058   6.2404 
ver4d_local \t   07000  0.3974   8.1100 
ver4d_local \t   07000  0.3338   6.8128 
ver4d_local \t   07000  0.3309   6.7534 
ver4d_local \t   07000  0.3066   6.2576 
ver4d_local \t   07000  0.3419   6.9782 
ver4d_local \t   07000  0.3856   7.8687 
ver4d_local \t   07000  0.5665   11.5608 
ver4d_local \t   07000  0.3364   6.8647 
ver4d_local \t   07000  0.3458   7.0580 
ver4d_local \t   07000  0.4385   8.9499 
ver4d_local \t   07000  0.3142   6.4127 
ver4d_local \t   07000  0.3293   6.7197 
ver4d_local \t   07000  0.3033   6.1904 
ver4d_local \t   07000  0.3144   6.4158 
ver4d_local \t   07000  0.2844   5.8046 
ver4d_local \t   07000  0.3039   6.2012 
ver4d_local \t   07000  0.3017   6.1574 
ver4d_local \t   07000  0.2954   6.0280 
ver4d_local \t   07000  0.3070   6.2663 
ver4d_local \t   07000  0.2965   6.0516 
ver4d_local \t   07000  0.3549   7.2438 
ver4d_local \t   07000  0.3980   8.1228 
ver4d_local \t   07000  0.3008   6.1391 
ver4d_local \t   07000  0.3111   6.3489 
ver4d_local \t   07000  0.3134   6.3953 
ver4d_local \t   07000  0.3780   7.7149 
ver4d_local \t   07000  0.3092   6.3101 
ver4d_local \t   07000  0.3075   6.2752 
ver4d_local \t   07000  0.2976   6.0730 
ver4d_local \t   07000  0.3039   6.2027 
ver4d_local \t   07000  0.3097   6.3202 
ver4d_local \t   07000  0.3107   6.3401 
ver4d_local \t   07000  0.3009   6.1417 
ver4d_local \t   07000  0.3019   6.1617 
ver4d_local \t   07000  0.3068   6.2605 
ver4d_local \t   07000  0.3105   6.3373 
ver4d_local \t   07000  0.3929   8.0193 
ver4d_local \t   07000  0.3333   6.8015 
ver4d_local \t   07000  0.3164   6.4578 
ver4d_local \t   07000  0.2971   6.0636 
ver4d_local \t   07000  0.3325   6.7859 
ver4d_local \t   07000  0.3427   6.9932 
ver4d_local \t   07000  0.2928   5.9748 
ver4d_local \t   07000  0.2951   6.0221 
ver4d_local \t   07000  0.3058   6.2399 
ver4d_local \t   07000  0.3144   6.4171 
ver4d_local \t   07000  0.3063   6.2513 
ver4d_local \t   07000  0.3080   6.2862 


ver2d_local \t   06000  0.3644   10.1220 
ver2d_local \t   06000  0.3631   10.0860 
ver2d_local \t   06000  0.3706   10.2947 
ver2d_local \t   06000  0.4131   11.4760 
ver2d_local \t   06000  0.3640   10.1114 
ver2d_local \t   06000  0.3635   10.0959 
ver2d_local \t   06000  0.3653   10.1485 
ver2d_local \t   06000  0.3867   10.7406 
ver2d_local \t   06000  0.3642   10.1171 
ver2d_local \t   06000  0.3547   9.8519 
ver2d_local \t   06000  0.3770   10.4723 
ver2d_local \t   06000  0.3914   10.8728 
ver2d_local \t   06000  0.3630   10.0832 
ver2d_local \t   06000  0.3730   10.3624 
ver2d_local \t   06000  0.3712   10.3123 
ver2d_local \t   06000  0.3743   10.3985 
ver2d_local \t   06000  0.4022   11.1731 
ver2d_local \t   06000  0.3756   10.4334 
ver2d_local \t   06000  0.3651   10.1411 
ver2d_local \t   06000  0.3707   10.2961 
ver2d_local \t   06000  0.3944   10.9556 
ver2d_local \t   06000  0.3610   10.0281 
ver2d_local \t   06000  0.3636   10.1000 
ver2d_local \t   06000  0.3663   10.1756 
ver2d_local \t   06000  0.3576   9.9328 
ver2d_local \t   06000  0.3526   9.7956 
ver2d_local \t   06000  0.3706   10.2938 
ver2d_local \t   06000  0.3630   10.0847 
ver2d_local \t   06000  0.3488   9.6883 
ver2d_local \t   06000  0.3713   10.3141 
ver2d_local \t   06000  0.4075   11.3187 
ver2d_local \t   06000  0.3731   10.3646 
ver2d_local \t   06000  0.3753   10.4264 
ver2d_local \t   06000  0.3679   10.2189 
ver2d_local \t   06000  0.3997   11.1039 
ver2d_local \t   06000  0.3520   9.7774 
ver2d_local \t   06000  0.3636   10.1006 
ver2d_local \t   06000  0.3592   9.9786 
ver2d_local \t   06000  0.3621   10.0582 
ver2d_local \t   06000  0.3670   10.1931 
ver2d_local \t   06000  0.3669   10.1931 
ver2d_local \t   06000  0.3616   10.0435 
ver2d_local \t   06000  0.3551   9.8630 
ver2d_local \t   06000  0.3842   10.6723 
ver2d_local \t   06000  0.3895   10.8196 
ver2d_local \t   06000  0.3620   10.0566 
ver2d_local \t   06000  0.3651   10.1411 
ver2d_local \t   06000  0.3891   10.8090 
ver2d_local \t   06000  0.3624   10.0670 
ver2d_local \t   06000  0.3521   9.7817 


ver3d_local \t   05000  0.0305   1.2213 
ver3d_local \t   05000  0.0306   1.2258 
ver3d_local \t   05000  0.0302   1.2094 
ver3d_local \t   05000  0.0307   1.2295 
ver3d_local \t   05000  0.0318   1.2700 
ver3d_local \t   05000  0.0312   1.2498 
ver3d_local \t   05000  0.0307   1.2294 
ver3d_local \t   05000  0.0320   1.2807 
